,category,value,ques,ans
5829,food aka,$1000,a href http www j archiv com medium two thousand and ten three eight j fifteen jpg target blank kelli of the clue show a pot herb a talk about intern flare when it 's in the garden it 's call a href http www j archiv com medium two thousand and ten three eight j 15a jpg target blank chine parsley a when the a href http www j archiv com medium two thousand and ten three eight j 15b jpg target blank leav a are use it 's spanish cilantro the a href http www j archiv com medium two thousand and ten three eight j 15b jpg target blank seed a href http www j archiv com medium two thousand and ten three eight j 15c jpg target blank use in cook are call thi from middl english,coriand
5830,also a gun manufactur,$800,famou for it cathedr thi english citi wa the capit of the anglo saxon kingdom of wessex,winchest
5831,televis mileston,$400,"the first color tv transmiss wa produc by john baird in thi european capit in one thousand, nine hundred and twenty-eight",london
5832,televis,$1000,jack coleman who play the mysteri h r g on thi show is a descend of benjamin franklin,hero
5833,the rose,$200,the name of thi potent potabl of bourbon mint come from an arab word mean rose water,julep
5834,palindrom name,$400,a man 's name or a float on a fish line,bob
5835,where they'r from,$200,a href http www j archiv com medium two thousand and one seven sixteen j twenty-two jpg target blank hey i'm wayn bradi a i start my perform career in thi florida citi sometim call o town,orlando
5836,q ing up,$1000,a href http www j archiv com medium two thousand and seven four eighteen j twenty jpg target blank kelli of the clue crew play a game of chess a by advanc to the eighth rank my pawn ha taken a href http www j archiv com medium two thousand and seven four eighteen j 20a jpg target blank thi a self promot step,queen
5837,word origin,$200,a master conductor is often call thi italian for master,maestro
5838,21st centuri woman,$800,in two thousand and six she left the today show to anchor the cb even news,couric
5839,start with two vowel,$600,without purpos perhap becaus you do n't have your favorit instant messeng,aimless
5840,then hit print,$400,loop arch whorl make up these,fingerprint
5841,my favorit thing,$800,girl in white these with blue satin sash,dress
5842,you have the rite,$1000,thi ceremoni at which school or colleg degre are confer is from the latin for begin,commenc
5843,broke down word,$800,my one two three four is what a bad golfer yell my five six seven eight nine ten follow him on a sunni day,foreshadow
5844,my kind of town,$800,"in one thousand, eight hundred and fifty-one prairi rapid iowa wa renam thi for the belgian site of napoleon 's last defeat",waterloo
5845,world capit,$800,"in one thousand, eight hundred and sixty-one it becam the capit of the unit princip of walachia moldavia",bucharest
5846,separ sheep from goat,$200,toad get 'em frog do n't neither of them can give them to you,wart
5847,creatur featur,$800,two thousand and five march of the ',penguin
5848,snowboard,$1000,sarah of the clue crew report from colorado three way to turn on a snowboard are skid jump thi type,carv
5849,s ential knowledg,$800,in the bibl that traitor hussi delilah had thi man 's pride joy shave then turn him over to the enemi,samson
5850,it' a bird,$400,thi music bird studi by parker wa base on the chord progress of how high the moon,ornitholog
5851,irregular verb,$200,for the past ten of dream you have your choic of dreamt or thi regular form,dream
5852,color,$200,"even in one thousand, six hundred and thirty-eight john wilkin thought it wa an absurd that the moon wa made out of thi color chees",green
5853,bill clinton,$400,"at the one thousand, nine hundred and eighty-eight dem convent clinton 's nomin speech for thi man last over thirty minut",dukaki
5854,i believ webster' defin it a,$400,vt one archaic to plan ahead two a to predict weather condit,forecast
5855,food fact,$400,oil contain garlic can caus thi type of food poison unless it 's kept refriger,botul
5856,some call it blasphemi,$1000,"thi swedish dramatist drew charg of blasphemi for hi one thousand, eight hundred and eighty-four collect of short stori marri",strindberg
5857,histor voicemail from,$1000,hey the elder it 's your nephew the younger here what did you think of my letter to emperor trajan ?,plini
5858,i get no kick from campaign,$800,he lost to nixon by the largest elector margin in histori five hundred and twenty to seventeen,mcgovern
5859,span the globe,$200,haiphong cam ranh dong hoi are all import citi in thi countri,vietnam
5860,end in ch,$400,dish cook a la florentin contain thi veget,spinach
5861,the main event,$200,do n't tell idaho but thi is main 's lead agricultur crop also,potato
5862,drink up,$800,thi liquor that 's made from agav ha been call tequila 's poor cousin,mescal
5863,hi stori,$1000,"in one thousand, eight hundred and forty-two he expand hi one thousand, eight hundred and thirty-five short stori tara bulba into a full length novel",gogol
5864,friend with benefit,$600,the roll stone brought their pal to thi canadian citi for a two thousand and three benefit to help it recov from a sar outbreak,toronto
5865,pasta glossari,$600,slender vermicelli is le appet when you realiz it name is from the italian for thi invertebr,worm
5866,wine from where ?,$1000,you know about argentinian wine but tri the rose from thi countri argentina 's littlest neighbor,uruguay
5867,the sport life,$200,thi sport wa introduc in the six hundred and eighty-eight b c olymp the modern sport ha it origin in bare knuckl contest,box
5868,u s geographi,$800,"in one thousand, eight hundred and forty-seven the michigan legislatur chose thi citi to succeed detroit a state capit",lan
5869,the ball room,$200,to play carom billiard you have to buy thi mani ball,three
5870,ee,$800,a civil one might design dam,engin
5871,go blue,$600,nicknam of danish king harald kill in a 10th c battl mayb for lack of a wireless headset,bluetooth
5872,hint from helois,$200,rub thi part of a pencil on an emeri board so it wo n't caus smudg on your paper,era
5873,adject,$1000,thirteen pope have been innoc fourteen have been thi mean merci,clement
5874,bride gloom,$600,thi daughter of brabantio elop befor the start of a shakespear play her hubbi will be the death of her in act v,desdemona
5875,phrase of death,$1000,what are the dead do ? push up these be they english or oxey,daisi
5876,mytholog,$1000,island on which theseu slew the minotaur,crete
5877,u s histori,$1000,"on juli eight one thousand, eight hundred and fifty-three matthew perri present a letter from presid fillmor to the emperor of thi countri",japan
5878,the shanghai world expo,$400,thi alpin countri 's a href http www j archiv com medium two thousand and eleven five twenty-seven j twenty-seven jpg target blank exhibit a href http www j archiv com medium two thousand and eleven five twenty-seven j twenty-seven jpg target blank natur includ a ski lift a href http www j archiv com medium two thousand and eleven five twenty-seven j 27a jpg target blank ride a,switzerland
5879,celebr lipstick,$400,thi dreamgirl ha hawk l'oreal 's infal never fail lipcolour experi the redund,beyonc
5880,an attract preposit,$600,it can preced the curv the time or in a smithereen song the wall of sleep,behind
5881,one word rhyme,$600,nicol kidman is one so wa lucil ball vincent van gogh,redhead
5882,state capit,$200,dole canneri squar is one of thi citi 's premier shop destin,honolulu
5883,a littl lit,$800,at first jane austen 's heroin elizabeth doe n't like thi man 's attitud but in the end they 're unit,darci
5884,religion,$400,christma in decemb twenty-five thi holiday around the same time start on kislev twenty-five on the jewish calendar,hanukkah
5885,the zodiac,$400,zodiac sign are classifi a earth water fire or air cancer is thi type,water
5886,name that movi,$600,"one thousand, nine hundred and seventy they 'll lose their fear of the german i onli hope to god they never lose their fear of me",patton
5887,u s a,$400,"in one thousand, eight hundred and forty-five the town of marthasvil georgia wa renam thi after the western atlant railroad",atlanta
5888,i on the world,$1000,a href http www j archiv com medium two thousand and eight nine thirty j thirteen jpg target blank jon of the clue crew point to a southeast asian region on a map on the monitor a onc refer to a region control by franc today it 's simpli the name of thi peninsula that includ thailand cambodia vietnam,indochina
5889,classic sitcom,$800,"it 's the citi where the cunningham live out the sunni one thousand, nine hundred and fifty on happi day",milwauke
5890,same name a the jackson five,$1000,i think you 'll find thi first name of the whole woman author greer is pertin to the convers,jermain
5891,italian food,$400,in itali these shellfish found in pasta sauc are known a vongol,clam
5892,state flag seal,$400,the front of it state seal show lord baltimor a a knight in full armor,maryland
5893,bumper sticker humor,$200,do thi with your car horn if you love peac and quiet,honk
5894,fruit veget,$1000,to improv hi sing voic the emperor nero ate larg quantiti of thi mild onion rel symbol of wale,leek
5895,world place name,$600,a href http www j archiv com medium two thousand and nine one thirteen j three jpg target blank jon of the clue crew point to a spot on the globe a appropri australia locat a href http www j archiv com medium two thousand and nine one thirteen j 03a jpg target blank here a near the bottom of the globe get it name from a latin word mean thi,south
