,category,value,ques,ans
2660,name the movi,$200,"one thousand, nine hundred and forty-two loui i think thi is go to be the begin of a beauti friendship",casablanca
2661,toy game,$1000,thi number come befor q in the name of a game use artifici intellig to read your mind,twenty
2662,the is have it,$1000,in two thousand and eight carl icahn bought million of share in thi internet compani with an exclam point in it name,yahoo
2663,so nice they nicknam me twice,$1000,the poet of the commonplac the child 's poet,longfellow
2664,biolog,$200,"three calv creat thi way made headlin back in one thousand, nine hundred and eighty-eight",clone
2665,around the doghous with spot,$200,spot 's owner put a special collar on spot to keep these insect from jump onto him,flea
2666,numb with number,$1000,it 's the number of year in a french presid 's term of offic in two thousand it wa reduc from seven,five
2667,the number of,$200,face card for each suit in a standard deck,three
2668,a roll of the dice,$1000,a href http www j archiv com medium two thousand and seven one eleven j eleven jpg target blank jimmi of the clue crew roll a pair of dice a my main point is a six roll ye i'm play thi veri old game whose name may come from the arab word zahr mean die and now mean a danger,hazard
2669,tall build,$200,the oti compani say it ha instal these in ten of the world 's twenty tallest build,elev
2670,shut your mouth,$200,"i will remain silent neither i nor my wife will leav krypton say marlon brando in thi one thousand, nine hundred and seventy-eight film",superman
2671,locat locat locat,$200,"washington irv gave new york citi thi nicknam in one thousand, eight hundred and seven",gotham
2672,what' miss ?,$1000,the son of georg h w bush georg jeb marvin,neil
2673,shop talk,$200,"a dalla base store wa found in one thousand, nine hundred and seven by herbert marcu hi sister carri thi man carri 's hubbi",neiman
2674,dire strait,$200,the name of thi fame rock the strait beneath it come from the name of a berber slave,gibraltar
2675,state of mind,$200,in vintag psycholog talk anxieti is a type of neurosi schizophrenia is a type of thi osi,psychosi
2676,nameth the bibl book,$1000,the fear of the lord is the begin of knowledg but fool despis wisdom and instruct,proverb
2677,from the greek,$1000,thi first name of poet roethk mean gift of god,theodor
2678,hodgepodg,$200,the earliest form of thi weapon wa a dagger that fit into the muzzl of a musket,bayonet
2679,word by word book summari,$1000,"one thousand, nine hundred and twenty-two dublin june writer bloom intersect ye",ulyss
2680,the whiskey trail,$1000,the tini town of penderyn hous thi u k nation 's onli whiski distilleri,wale
2681,word origin,$1000,thi three letter slang term for forbid or veto come to u from the german for noth,nix
2682,music instrument,$200,the bodi of thi instrument use in minstrel show is similar to a tambourin,banjo
2683,amazon,$200,abund in the amazon river thi fear fish is also known a a carib,piranha
2684,parrot,$1000,at almost forty inch in length the hyacinth speci of thi south american bird is the largest parrot,macaw
2685,weight measur,$200,the amount of thi per liter determin if champagn is brut sec or doux,sugar
2686,bride gloom,$200,in a du maurier book the newli wed second mr de winter learn that her husband murder thi first wife,rebecca
2687,foreword,$200,"thi one thousand, nine hundred and fifty-five novel 's foreword say i have no intent to glorifi 'h h ' he is a shine exampl of moral leprosi",lolita
2688,intern food drink,$200,a modern greek word for bread gave u the name of thi bread that 's often stuf with delici fill,pita
2689,hal,$200,hebrew for prais god it 's a shout of prais to god,hallelujah
2690,unusu place name,$1000,"in the one thousand, nine hundred and fifty thi texa town consid chang it name so a not to be associ with the nabokov novel",lolita
2691,go to the dog,$200,"the siberian type of thi dog cross the bere strait to alaska around one thousand, nine hundred and ten",huski
2692,ear to you,$200,lanc pike are type of these,spear
2693,over out,$200,to prevent a check from bounc due to insuffici fund bank offer thi type of protect,overdraft
2694,king of the world,$1000,found east of bullhead citi thi citi of northwest arizona ha a popul of onli twenty zero,kingman
2695,scienc,$1000,the symbol of thi radioact element is pu it sound like it 's name after mickey mous 's dog,plutonium
2696,let' learn latvian,$1000,oddli thi english word for corn that 's from spanish arawak is spell like the latvian word for bread,maiz
2697,hit ting,$1000,renzo piano william keck are famou a these,architect
2698,pas the potato,$1000,we 'll duke it out over these potato pure with egg yolk butter name for a duke 's wife,duchess
2699,a hors is a hors,$1000,alexand the great conquer much of the known world ride thi stallion,bucephalu
2700,three littl letter,$1000,a tv cabl network or an explos for bomb,tnt
2701,simpl scienc,$200,thi element ha the symbol n,nitrogen
2702,three letter anim,$1000,it 's an altern name for the swift fox but is also use for ani babi fox,kit
2703,now that' sauci,$1000,a truthi love tv pundit share hi name with thi meat glaze butter shallot wine lemon juic sauc,colbert
2704,b s on both end,$1000,an earli name for googl wa thi type of massag,backrub
2705,art craft,$1000,the name of thi knotti craft come from a word that mean embroid veil,macram
2706,not liter,$200,your friend did n't liter fall off the face of the earth unless he can defi thi forc that keep him ground,graviti
2707,classic logo,$200,hand cup togeth hold a hous a car wa the classic symbol for thi insur,allstat
2708,life of pie,$1000,it 's the structur name for the top crust of a pie that ha strip of dough in a crisscross pattern,lattic
2709,critter,$200,like kangaroo the young of the koala are refer to by thi term,joey
2710,what' in a name ?,$1000,previous attach to theo isa it becam popular by itself after appear in david copperfield,dora
2711,i want candi,$1000,hershey 's could have call thi candi bar thingamajig it would have been four letter shorter,whatchamacallit
2712,state of the union,$200,biscayn nation park is a water park in the southern part of thi state,florida
2713,massachusett gener hospit,$1000,sarah of the clue crew stand befor anoth apparatu to spare healthi tissu while treat tumor massachusett gener use a state of the art cyclotron to deliv radiat beam of these i particl hydrogen atom whose electron have been remov,proton
2714,headquart,$1000,where on earth is earthlink headquart ? in thi citi same a coca cola,atlanta
2715,name that countri,$200,alpaca are bred for wool there singani is a favorit drink the nation museum of art is in la paz,bolivia
2716,khomeini khamenei or khatami,$200,"exil from iran in one thousand, nine hundred and sixty-four",khomeini
2717,virginia woolf,$1000,first name of virginia 's husband he surviv her by twenty-eight year,leonard
2718,around the bibl,$200,the first word in i chronicl is thi man first mention in genesi two nineteen,adam
2719,cat dog,$200,becaus thi cat from the isl of man ha hind leg longer than it foreleg it run like a rabbit,manx
2720,saint elsewher,$200,st cadoc found the monasteri of llancarfan in thi countri,wale
2721,fiction boyfriend,$200,her man still is moondoggi,gidget
2722,we'r gonna make you wine,$200,tej is a sweet ethiopian wine made with thi includ the comb cook with hop,honey
2723,it' elementari,$1000,it 's no secret the name of thi element that make up a tini fraction of the atmospher is from the greek for hidden,krypton
2724,herb spice,$1000,thi spice that is sold in two varieti ceylon cassia wa onc use in love potion,cinnamon
2725,q without u,$200,"summer temp can rise abov one hundred and twenty in thi countri that gain it independ in one thousand, nine hundred and seventy-one",qatar
2726,export,$200,the hill around san jose are cover with tree grow thi costa rica 's top export,coffe
2727,prefix,$200,toward or one point up in a tenni game,ad
2728,preposit,$1000,to infin thi preposit a they say in toy stori,beyond
2729,food in histori,$1000,the wwii k type of these armi portion pack by wrigley 's includ meat sugar of cours gum,ration
2730,the sport life,$1000,in basebal it 's a brutish swing or the nicknam of lewi wilson who hold the one season rbi record,hack
2731,europ,$200,dufourspitz of mont rosa in the alp is thi countri 's highest mountain,switzerland
2732,food word phrase,$200,to savor the tast of like a certain hot dog top,relish
2733,interior design,$1000,dorothi draper wa known for her mold in thi surfac materi two of whose basic materi are lime and water,plaster
2734,dot com doom,$200,the rapid inflat collaps of the dot com sector wa a classic one of these boom bust cycl like the south sea one,bubbl
2735,high school footbal,$1000,in two thousand and seven the suprem court rule high school coach can be kept from contact 8th grader for thi purpos,recruit
2736,not a drop to drink,$200,"thi word use of herbert hoover in one thousand, nine hundred and twenty-eight refer to hi support of prohibit not hi dull speech",dri
2737,fix the malaprop,$1000,he onli date one woman he 's in a monoton relationship,monogam
2738,busi industri,$200,"thi compani get it name from the snappi carbon appl juic it introduc in one thousand, nine hundred and seventy-eight",snappl
2739,state by citi town,$200,heber spring hot spring hope,arkansa
2740,express from hamlet,$200,frailti thi name is thi,woman
2741,french lesson with mom,$200,a href http www j archiv com medium two thousand and five two four j twelve jpg target blank everyon 's favorit mom cheryl of the clue crew sit at a counter beg let mom help you with your french homework a let 's say you 're at the cafeteria and you think thi meal is delici tell everybodi ce d jeuner est d licieux,lunch
